min,cur_temp,target,error,output_pct,raw_out,ssr_state,mode,elapsed_s
51,311.6,241.0,-70.6,0.0,0,0,hold,3060
51,311.5,241.0,-70.5,0.0,0,0,hold,3062
51,311.4,241.0,-70.4,0.0,0,0,hold,3064
51,311.4,241.0,-70.4,0.0,0,0,hold,3066
51,311.4,241.0,-70.4,0.0,0,0,hold,3068
51,311.3,241.0,-70.3,0.0,0,0,hold,3070
51,311.3,241.0,-70.3,0.0,0,0,hold,3072
51,311.1,241.0,-70.1,0.0,0,0,hold,3074
51,311.2,241.0,-70.2,0.0,0,0,hold,3076
51,311.2,241.0,-70.2,0.0,0,0,hold,3078
51,311.2,241.0,-70.2,0.0,0,0,hold,3080
51,311.0,241.0,-70.0,0.0,0,0,hold,3082
51,311.0,241.0,-70.0,0.0,0,0,hold,3084
51,311.0,241.0,-70.0,0.0,0,0,hold,3086
51,311.0,241.0,-70.0,0.0,0,0,hold,3088
51,311.0,241.0,-70.0,0.0,0,0,hold,3090
51,310.9,241.0,-69.9,0.0,0,0,hold,3093
51,310.9,241.0,-69.9,0.0,0,0,hold,3095
51,310.8,241.0,-69.8,0.0,0,0,hold,3097
51,310.8,241.0,-69.8,0.0,0,0,hold,3099
51,310.7,241.0,-69.7,0.0,0,0,hold,3101
51,310.6,241.0,-69.6,0.0,0,0,hold,3103
51,310.8,241.0,-69.8,0.0,0,0,hold,3105
51,310.7,241.0,-69.7,0.0,0,0,hold,3107
51,310.6,241.0,-69.6,0.0,0,0,hold,3109
51,310.6,241.0,-69.6,0.0,0,0,hold,3111
51,310.6,241.0,-69.6,0.0,0,0,hold,3113
51,310.5,241.0,-69.5,0.0,0,0,hold,3115
51,310.5,241.0,-69.5,0.0,0,0,hold,3117
51,310.5,241.0,-69.5,0.0,0,0,hold,3119
52,310.5,241.0,-69.5,0.0,0,0,hold,3121
52,310.4,241.0,-69.4,0.0,0,0,hold,3123
52,310.3,241.0,-69.3,0.0,0,0,hold,3125
52,310.3,241.0,-69.3,0.0,0,0,hold,3127
52,310.3,241.0,-69.3,0.0,0,0,hold,3129
52,310.2,241.0,-69.2,0.0,0,0,hold,3131
52,310.2,241.0,-69.2,0.0,0,0,hold,3133
52,310.1,241.0,-69.1,0.0,0,0,hold,3135
52,310.2,241.0,-69.2,0.0,0,0,hold,3137
52,310.1,241.0,-69.1,0.0,0,0,hold,3139
52,310.0,241.0,-69.0,0.0,0,0,hold,3141
52,309.9,241.0,-68.9,0.0,0,0,hold,3143
52,309.9,241.0,-68.9,0.0,0,0,hold,3145
52,310.0,241.0,-69.0,0.0,0,0,hold,3147
52,309.9,241.0,-68.9,0.0,0,0,hold,3149
52,309.7,241.0,-68.7,0.0,0,0,hold,3151
52,309.7,241.0,-68.7,0.0,0,0,hold,3153
52,309.8,241.0,-68.8,0.0,0,0,hold,3155
52,309.7,241.0,-68.7,0.0,0,0,hold,3157
52,309.6,241.0,-68.6,0.0,0,0,hold,3159
52,309.5,241.0,-68.5,0.0,0,0,hold,3161
52,309.5,241.0,-68.5,0.0,0,0,hold,3163
52,309.5,241.0,-68.5,0.0,0,0,hold,3165
52,309.4,241.0,-68.4,0.0,0,0,hold,3167
52,309.4,241.0,-68.4,0.0,0,0,hold,3169
52,309.4,241.0,-68.4,0.0,0,0,hold,3171
52,309.3,241.0,-68.3,0.0,0,0,hold,3173
52,309.4,241.0,-68.4,0.0,0,0,hold,3175
52,309.3,241.0,-68.3,0.0,0,0,hold,3177
52,309.3,241.0,-68.3,0.0,0,0,hold,3179
53,309.2,241.0,-68.2,0.0,0,0,hold,3181
53,309.2,241.0,-68.2,0.0,0,0,hold,3183
53,309.1,241.0,-68.1,0.0,0,0,hold,3185
53,309.1,241.0,-68.1,0.0,0,0,hold,3187
53,309.0,241.0,-68.0,0.0,0,0,hold,3189
53,309.0,241.0,-68.0,0.0,0,0,hold,3191
53,309.0,241.0,-68.0,0.0,0,0,hold,3193
53,309.0,241.0,-68.0,0.0,0,0,hold,3195
53,308.8,241.0,-67.8,0.0,0,0,hold,3197
53,308.8,241.0,-67.8,0.0,0,0,hold,3199
53,308.8,241.0,-67.8,0.0,0,0,hold,3201
53,308.7,241.0,-67.7,0.0,0,0,hold,3203
53,308.8,241.0,-67.8,0.0,0,0,hold,3205
53,308.7,241.0,-67.7,0.0,0,0,hold,3207
53,308.6,241.0,-67.6,0.0,0,0,hold,3209
53,308.6,241.0,-67.6,0.0,0,0,hold,3211
53,308.6,241.0,-67.6,0.0,0,0,hold,3213
53,308.6,241.0,-67.6,0.0,0,0,hold,3215
53,308.4,241.0,-67.4,0.0,0,0,hold,3217
53,308.4,241.0,-67.4,0.0,0,0,hold,3219
53,308.4,241.0,-67.4,0.0,0,0,hold,3221
53,308.4,241.0,-67.4,0.0,0,0,hold,3223
53,308.3,241.0,-67.3,0.0,0,0,hold,3225
53,308.3,241.0,-67.3,0.0,0,0,hold,3227
53,308.2,241.0,-67.2,0.0,0,0,hold,3229
53,308.2,241.0,-67.2,0.0,0,0,hold,3231
53,308.1,241.0,-67.1,0.0,0,0,hold,3233
53,308.2,241.0,-67.2,0.0,0,0,hold,3235
53,308.0,241.0,-67.0,0.0,0,0,hold,3237
53,308.0,241.0,-67.0,0.0,0,0,hold,3239
54,307.9,241.0,-66.9,0.0,0,0,hold,3241
54,308.0,241.0,-67.0,0.0,0,0,hold,3243
54,307.9,241.0,-66.9,0.0,0,0,hold,3245
54,307.7,241.0,-66.7,0.0,0,0,hold,3247
54,307.9,241.0,-66.9,0.0,0,0,hold,3249
54,307.8,241.0,-66.8,0.0,0,0,hold,3251
54,307.6,241.0,-66.6,0.0,0,0,hold,3253
54,307.7,241.0,-66.7,0.0,0,0,hold,3255
54,307.6,241.0,-66.6,0.0,0,0,hold,3257
54,307.6,241.0,-66.6,0.0,0,0,hold,3259
54,307.5,241.0,-66.5,0.0,0,0,hold,3261
54,307.6,241.0,-66.6,0.0,0,0,hold,3263
54,307.5,241.0,-66.5,0.0,0,0,hold,3265
54,307.4,241.0,-66.4,0.0,0,0,hold,3267
54,307.4,241.0,-66.4,0.0,0,0,hold,3269
54,307.3,241.0,-66.3,0.0,0,0,hold,3271
54,307.2,241.0,-66.2,0.0,0,0,hold,3274
54,307.2,241.0,-66.2,0.0,0,0,hold,3276
54,307.3,241.0,-66.3,0.0,0,0,hold,3278
54,307.1,241.0,-66.1,0.0,0,0,hold,3280
54,307.0,241.0,-66.0,0.0,0,0,hold,3282
54,307.0,241.0,-66.0,0.0,0,0,hold,3284
54,307.0,241.0,-66.0,0.0,0,0,hold,3286
54,306.9,241.0,-65.9,0.0,0,0,hold,3288
54,306.9,241.0,-65.9,0.0,0,0,hold,3290
54,306.9,241.0,-65.9,0.0,0,0,hold,3292
54,306.9,241.0,-65.9,0.0,0,0,hold,3294
54,306.8,241.0,-65.8,0.0,0,0,hold,3296
54,306.7,241.0,-65.7,0.0,0,0,hold,3298
55,306.8,241.0,-65.8,0.0,0,0,hold,3300
55,306.6,241.0,-65.6,0.0,0,0,hold,3302
55,306.6,241.0,-65.6,0.0,0,0,hold,3304
55,306.5,241.0,-65.5,0.0,0,0,hold,3306
55,306.4,241.0,-65.4,0.0,0,0,hold,3308
55,306.6,241.0,-65.6,0.0,0,0,hold,3310
55,306.5,241.0,-65.5,0.0,0,0,hold,3312
55,306.3,241.0,-65.3,0.0,0,0,hold,3314
55,306.4,241.0,-65.4,0.0,0,0,hold,3316
55,306.3,241.0,-65.3,0.0,0,0,hold,3318
55,306.3,241.0,-65.3,0.0,0,0,hold,3320
55,306.2,241.0,-65.2,0.0,0,0,hold,3322
55,306.3,241.0,-65.3,0.0,0,0,hold,3324
55,306.2,241.0,-65.2,0.0,0,0,hold,3326
55,306.1,241.0,-65.1,0.0,0,0,hold,3328
55,306.0,241.0,-65.0,0.0,0,0,hold,3330
55,305.9,241.0,-64.9,0.0,0,0,hold,3332
55,306.0,241.0,-65.0,0.0,0,0,hold,3334
55,306.0,241.0,-65.0,0.0,0,0,hold,3336
55,306.0,241.0,-65.0,0.0,0,0,hold,3338
55,305.8,241.0,-64.8,0.0,0,0,hold,3340
55,305.8,241.0,-64.8,0.0,0,0,hold,3342
55,305.8,241.0,-64.8,0.0,0,0,hold,3344
55,305.7,241.0,-64.7,0.0,0,0,hold,3346
55,305.6,241.0,-64.6,0.0,0,0,hold,3348
55,305.6,241.0,-64.6,0.0,0,0,hold,3350
55,305.7,241.0,-64.7,0.0,0,0,hold,3352
55,305.6,241.0,-64.6,0.0,0,0,hold,3354
55,305.6,241.0,-64.6,0.0,0,0,hold,3356
55,305.5,241.0,-64.5,0.0,0,0,hold,3358
56,305.4,241.0,-64.4,0.0,0,0,hold,3360
56,305.3,241.0,-64.3,0.0,0,0,hold,3362
56,305.3,241.0,-64.3,0.0,0,0,hold,3364
56,305.3,241.0,-64.3,0.0,0,0,hold,3366
56,305.2,241.0,-64.2,0.0,0,0,hold,3368
56,305.2,241.0,-64.2,0.0,0,0,hold,3370
56,305.1,241.0,-64.1,0.0,0,0,hold,3372
56,305.1,241.0,-64.1,0.0,0,0,hold,3374
56,305.1,241.0,-64.1,0.0,0,0,hold,3376
56,305.0,241.0,-64.0,0.0,0,0,hold,3378
56,304.9,241.0,-63.9,0.0,0,0,hold,3380
56,305.0,241.0,-64.0,0.0,0,0,hold,3382
56,304.9,241.0,-63.9,0.0,0,0,hold,3384
56,304.8,241.0,-63.8,0.0,0,0,hold,3386
56,304.9,241.0,-63.9,0.0,0,0,hold,3388
56,304.8,241.0,-63.8,0.0,0,0,hold,3390
56,304.7,241.0,-63.7,0.0,0,0,hold,3392
56,304.6,241.0,-63.6,0.0,0,0,hold,3394
56,304.7,241.0,-63.7,0.0,0,0,hold,3396
56,304.5,241.0,-63.5,0.0,0,0,hold,3398
56,304.5,241.0,-63.5,0.0,0,0,hold,3400
56,304.5,241.0,-63.5,0.0,0,0,hold,3402
56,304.4,241.0,-63.4,0.0,0,0,hold,3404
56,304.5,241.0,-63.5,0.0,0,0,hold,3406
56,304.2,241.0,-63.2,0.0,0,0,hold,3408
56,304.3,241.0,-63.3,0.0,0,0,hold,3410
56,304.2,241.0,-63.2,0.0,0,0,hold,3412
56,304.2,241.0,-63.2,0.0,0,0,hold,3414
56,304.2,241.0,-63.2,0.0,0,0,hold,3416
56,304.1,241.0,-63.1,0.0,0,0,hold,3418
57,304.0,241.0,-63.0,0.0,0,0,hold,3420
57,304.1,241.0,-63.1,0.0,0,0,hold,3422
57,304.0,241.0,-63.0,0.0,0,0,hold,3424
57,303.9,241.0,-62.9,0.0,0,0,hold,3426
57,303.9,241.0,-62.9,0.0,0,0,hold,3428
57,303.9,241.0,-62.9,0.0,0,0,hold,3430
57,303.8,241.0,-62.8,0.0,0,0,hold,3432
57,303.8,241.0,-62.8,0.0,0,0,hold,3434
57,303.8,241.0,-62.8,0.0,0,0,hold,3436
57,303.6,241.0,-62.6,0.0,0,0,hold,3438
57,303.7,241.0,-62.7,0.0,0,0,hold,3440
57,303.6,241.0,-62.6,0.0,0,0,hold,3442
57,303.5,241.0,-62.5,0.0,0,0,hold,3444
57,303.5,241.0,-62.5,0.0,0,0,hold,3446
57,303.5,241.0,-62.5,0.0,0,0,hold,3448
57,303.4,241.0,-62.4,0.0,0,0,hold,3450
57,303.4,241.0,-62.4,0.0,0,0,hold,3452
57,303.3,241.0,-62.3,0.0,0,0,hold,3454
57,303.2,241.0,-62.2,0.0,0,0,hold,3456
57,303.3,241.0,-62.3,0.0,0,0,hold,3459
57,303.2,241.0,-62.2,0.0,0,0,hold,3461
57,303.1,241.0,-62.1,0.0,0,0,hold,3463
57,303.1,241.0,-62.1,0.0,0,0,hold,3465
57,303.0,241.0,-62.0,0.0,0,0,hold,3467
57,303.0,241.0,-62.0,0.0,0,0,hold,3469
57,302.9,241.0,-61.9,0.0,0,0,hold,3471
57,302.9,241.0,-61.9,0.0,0,0,hold,3473
57,302.8,241.0,-61.8,0.0,0,0,hold,3475
57,302.7,241.0,-61.7,0.0,0,0,hold,3477
57,302.8,241.0,-61.8,0.0,0,0,hold,3479
58,302.7,241.0,-61.7,0.0,0,0,hold,3481
58,302.6,241.0,-61.6,0.0,0,0,hold,3483
58,302.6,241.0,-61.6,0.0,0,0,hold,3485
58,302.5,241.0,-61.5,0.0,0,0,hold,3487
58,302.5,241.0,-61.5,0.0,0,0,hold,3489
58,302.5,241.0,-61.5,0.0,0,0,hold,3491
58,302.5,241.0,-61.5,0.0,0,0,hold,3493
58,302.3,241.0,-61.3,0.0,0,0,hold,3495
58,302.3,241.0,-61.3,0.0,0,0,hold,3497
58,302.3,241.0,-61.3,0.0,0,0,hold,3499
58,302.2,241.0,-61.2,0.0,0,0,hold,3501
58,302.2,241.0,-61.2,0.0,0,0,hold,3503
58,302.1,241.0,-61.1,0.0,0,0,hold,3505
58,302.0,241.0,-61.0,0.0,0,0,hold,3507
58,302.0,241.0,-61.0,0.0,0,0,hold,3509
58,302.0,241.0,-61.0,0.0,0,0,hold,3511
58,302.0,241.0,-61.0,0.0,0,0,hold,3513
58,302.0,241.0,-61.0,0.0,0,0,hold,3515
58,301.8,241.0,-60.8,0.0,0,0,hold,3517
58,301.8,241.0,-60.8,0.0,0,0,hold,3519
58,301.7,241.0,-60.7,0.0,0,0,hold,3521
58,301.8,241.0,-60.8,0.0,0,0,hold,3523
58,301.7,241.0,-60.7,0.0,0,0,hold,3525
58,301.6,241.0,-60.6,0.0,0,0,hold,3527
58,301.7,241.0,-60.7,0.0,0,0,hold,3529
58,301.5,241.0,-60.5,0.0,0,0,hold,3531
58,301.4,241.0,-60.4,0.0,0,0,hold,3533
58,301.5,241.0,-60.5,0.0,0,0,hold,3535
58,301.5,241.0,-60.5,0.0,0,0,hold,3537
58,301.4,241.0,-60.4,0.0,0,0,hold,3539
59,301.4,241.0,-60.4,0.0,0,0,hold,3541
59,301.3,241.0,-60.3,0.0,0,0,hold,3543
59,301.3,241.0,-60.3,0.0,0,0,hold,3545
59,301.2,241.0,-60.2,0.0,0,0,hold,3547
59,301.2,241.0,-60.2,0.0,0,0,hold,3549
59,301.2,241.0,-60.2,0.0,0,0,hold,3551
59,301.1,241.0,-60.1,0.0,0,0,hold,3553
59,301.1,241.0,-60.1,0.0,0,0,hold,3555
59,301.1,241.0,-60.1,0.0,0,0,hold,3557
59,301.0,241.0,-60.0,0.0,0,0,hold,3559
59,300.9,241.0,-59.9,0.0,0,0,hold,3561
59,300.8,241.0,-59.8,0.0,0,0,hold,3563
59,300.8,241.0,-59.8,0.0,0,0,hold,3565
59,300.8,241.0,-59.8,0.0,0,0,hold,3567
59,300.7,241.0,-59.7,0.0,0,0,hold,3569
59,300.6,241.0,-59.6,0.0,0,0,hold,3571
59,300.6,241.0,-59.6,0.0,0,0,hold,3573
59,300.6,241.0,-59.6,0.0,0,0,hold,3575
59,300.6,241.0,-59.6,0.0,0,0,hold,3577
59,300.6,241.0,-59.6,0.0,0,0,hold,3579
59,300.5,241.0,-59.5,0.0,0,0,hold,3581
59,300.4,241.0,-59.4,0.0,0,0,hold,3583
59,300.4,241.0,-59.4,0.0,0,0,hold,3585
59,300.3,241.0,-59.3,0.0,0,0,hold,3587
59,300.3,241.0,-59.3,0.0,0,0,hold,3589
59,300.3,241.0,-59.3,0.0,0,0,hold,3591
59,300.2,241.0,-59.2,0.0,0,0,hold,3593
59,300.1,241.0,-59.1,0.0,0,0,hold,3595
59,300.0,241.0,-59.0,0.0,0,0,hold,3597
59,300.0,241.0,-59.0,0.0,0,0,hold,3599
60,300.0,241.0,-59.0,0.0,0,0,hold,3601
60,300.0,241.0,-59.0,0.0,0,0,hold,3603
60,299.9,241.0,-58.9,0.0,0,0,hold,3605
60,299.9,241.0,-58.9,0.0,0,0,hold,3607
60,299.8,241.0,-58.8,0.0,0,0,hold,3609
60,299.7,241.0,-58.7,0.0,0,0,hold,3611
60,299.6,241.0,-58.6,0.0,0,0,hold,3613
60,299.6,241.0,-58.6,0.0,0,0,hold,3615
60,299.6,241.0,-58.6,0.0,0,0,hold,3617
60,299.6,241.0,-58.6,0.0,0,0,hold,3619
60,299.6,241.0,-58.6,0.0,0,0,hold,3621
60,299.6,241.0,-58.6,0.0,0,0,hold,3623
60,299.5,241.0,-58.5,0.0,0,0,hold,3625
60,299.4,241.0,-58.4,0.0,0,0,hold,3627
60,299.3,241.0,-58.3,0.0,0,0,hold,3629
60,299.2,241.0,-58.2,0.0,0,0,hold,3631
60,299.3,241.0,-58.3,0.0,0,0,hold,3633
60,299.2,241.0,-58.2,0.0,0,0,hold,3635
60,299.2,241.0,-58.2,0.0,0,0,hold,3637
60,299.1,241.0,-58.1,0.0,0,0,hold,3639
60,299.0,241.0,-58.0,0.0,0,0,hold,3642
60,299.0,241.0,-58.0,0.0,0,0,hold,3644
60,299.0,241.0,-58.0,0.0,0,0,hold,3646
60,298.9,241.0,-57.9,0.0,0,0,hold,3648
60,298.9,241.0,-57.9,0.0,0,0,hold,3650
60,298.9,241.0,-57.9,0.0,0,0,hold,3652
60,298.8,241.0,-57.8,0.0,0,0,hold,3654
60,298.7,241.0,-57.7,0.0,0,0,hold,3656
60,298.7,241.0,-57.7,0.0,0,0,hold,3658
61,298.5,241.0,-57.5,0.0,0,0,hold,3660
61,298.6,241.0,-57.6,0.0,0,0,hold,3662
61,298.6,241.0,-57.6,0.0,0,0,hold,3664
61,298.5,241.0,-57.5,0.0,0,0,hold,3666
61,298.5,241.0,-57.5,0.0,0,0,hold,3668
61,298.5,241.0,-57.5,0.0,0,0,hold,3670
61,298.4,241.0,-57.4,0.0,0,0,hold,3672
61,298.4,241.0,-57.4,0.0,0,0,hold,3674
61,298.4,241.0,-57.4,0.0,0,0,hold,3676
61,298.2,241.0,-57.2,0.0,0,0,hold,3678
61,298.3,241.0,-57.3,0.0,0,0,hold,3680
61,298.2,241.0,-57.2,0.0,0,0,hold,3682
61,298.2,241.0,-57.2,0.0,0,0,hold,3684
61,298.1,241.0,-57.1,0.0,0,0,hold,3686
61,298.1,241.0,-57.1,0.0,0,0,hold,3688
61,298.0,241.0,-57.0,0.0,0,0,hold,3690
61,297.9,241.0,-56.9,0.0,0,0,hold,3692
61,297.9,241.0,-56.9,0.0,0,0,hold,3694
61,297.8,241.0,-56.8,0.0,0,0,hold,3696
61,297.9,241.0,-56.9,0.0,0,0,hold,3698
61,297.8,241.0,-56.8,0.0,0,0,hold,3700
61,297.7,241.0,-56.7,0.0,0,0,hold,3702
61,297.7,241.0,-56.7,0.0,0,0,hold,3704
61,297.6,241.0,-56.6,0.0,0,0,hold,3706
61,297.7,241.0,-56.7,0.0,0,0,hold,3708
61,297.5,241.0,-56.5,0.0,0,0,hold,3710
61,297.6,241.0,-56.6,0.0,0,0,hold,3712
61,297.5,241.0,-56.5,0.0,0,0,hold,3714
61,297.4,241.0,-56.4,0.0,0,0,hold,3716
61,297.4,241.0,-56.4,0.0,0,0,hold,3718
62,297.4,241.0,-56.4,0.0,0,0,hold,3720
62,297.3,241.0,-56.3,0.0,0,0,hold,3722
62,297.2,241.0,-56.2,0.0,0,0,hold,3724
62,297.3,241.0,-56.3,0.0,0,0,hold,3726
62,297.1,241.0,-56.1,0.0,0,0,hold,3728
62,297.1,241.0,-56.1,0.0,0,0,hold,3730
62,297.1,241.0,-56.1,0.0,0,0,hold,3732
62,297.0,241.0,-56.0,0.0,0,0,hold,3734
62,296.9,241.0,-55.9,0.0,0,0,hold,3736
62,296.9,241.0,-55.9,0.0,0,0,hold,3738
62,296.9,241.0,-55.9,0.0,0,0,hold,3740
62,296.9,241.0,-55.9,0.0,0,0,hold,3742
62,296.8,241.0,-55.8,0.0,0,0,hold,3744
62,296.8,241.0,-55.8,0.0,0,0,hold,3746
62,296.6,241.0,-55.6,0.0,0,0,hold,3748
62,296.6,241.0,-55.6,0.0,0,0,hold,3750
62,296.7,241.0,-55.7,0.0,0,0,hold,3752
62,296.6,241.0,-55.6,0.0,0,0,hold,3754
62,296.6,241.0,-55.6,0.0,0,0,hold,3756
62,296.5,241.0,-55.5,0.0,0,0,hold,3758
62,296.5,241.0,-55.5,0.0,0,0,hold,3760
62,296.4,241.0,-55.4,0.0,0,0,hold,3762
62,296.3,241.0,-55.3,0.0,0,0,hold,3764
62,296.3,241.0,-55.3,0.0,0,0,hold,3766
62,296.3,241.0,-55.3,0.0,0,0,hold,3768
62,296.2,241.0,-55.2,0.0,0,0,hold,3770
62,296.1,241.0,-55.1,0.0,0,0,hold,3772
62,296.1,241.0,-55.1,0.0,0,0,hold,3774
62,296.0,241.0,-55.0,0.0,0,0,hold,3776
62,296.1,241.0,-55.1,0.0,0,0,hold,3778
63,296.1,241.0,-55.1,0.0,0,0,hold,3780
63,296.0,241.0,-55.0,0.0,0,0,hold,3782
63,295.9,241.0,-54.9,0.0,0,0,hold,3784
63,295.8,241.0,-54.8,0.0,0,0,hold,3786
63,295.9,241.0,-54.9,0.0,0,0,hold,3788
63,295.8,241.0,-54.8,0.0,0,0,hold,3790
63,295.7,241.0,-54.7,0.0,0,0,hold,3792
63,295.7,241.0,-54.7,0.0,0,0,hold,3794
63,295.6,241.0,-54.6,0.0,0,0,hold,3796
63,295.6,241.0,-54.6,0.0,0,0,hold,3798
63,295.6,241.0,-54.6,0.0,0,0,hold,3800
63,295.5,241.0,-54.5,0.0,0,0,hold,3802
63,295.5,241.0,-54.5,0.0,0,0,hold,3804
63,295.5,241.0,-54.5,0.0,0,0,hold,3806
63,295.4,241.0,-54.4,0.0,0,0,hold,3808
63,295.3,241.0,-54.3,0.0,0,0,hold,3810
63,295.2,241.0,-54.2,0.0,0,0,hold,3812
63,295.3,241.0,-54.3,0.0,0,0,hold,3814
63,295.1,241.0,-54.1,0.0,0,0,hold,3816
63,295.1,241.0,-54.1,0.0,0,0,hold,3818
63,295.1,241.0,-54.1,0.0,0,0,hold,3820
63,295.0,241.0,-54.0,0.0,0,0,hold,3822
63,295.0,241.0,-54.0,0.0,0,0,hold,3824
63,295.0,241.0,-54.0,0.0,0,0,hold,3827
63,295.0,241.0,-54.0,0.0,0,0,hold,3829
63,295.0,241.0,-54.0,0.0,0,0,hold,3831
63,294.8,241.0,-53.8,0.0,0,0,hold,3833
63,294.9,241.0,-53.9,0.0,0,0,hold,3835
63,294.8,241.0,-53.8,0.0,0,0,hold,3837
63,294.6,241.0,-53.6,0.0,0,0,hold,3839
64,294.6,241.0,-53.6,0.0,0,0,hold,3841
64,294.6,241.0,-53.6,0.0,0,0,hold,3843
64,294.6,241.0,-53.6,0.0,0,0,hold,3845
64,294.4,241.0,-53.4,0.0,0,0,hold,3847
64,294.5,241.0,-53.5,0.0,0,0,hold,3849
64,294.4,241.0,-53.4,0.0,0,0,hold,3851
64,294.4,241.0,-53.4,0.0,0,0,hold,3853
64,294.3,241.0,-53.3,0.0,0,0,hold,3855
64,294.4,241.0,-53.4,0.0,0,0,hold,3857
64,294.2,241.0,-53.2,0.0,0,0,hold,3859
64,294.3,241.0,-53.3,0.0,0,0,hold,3861
64,294.1,241.0,-53.1,0.0,0,0,hold,3863
64,294.0,241.0,-53.0,0.0,0,0,hold,3865
64,294.1,241.0,-53.1,0.0,0,0,hold,3867
64,294.1,241.0,-53.1,0.0,0,0,hold,3869
64,294.0,241.0,-53.0,0.0,0,0,hold,3871
64,294.0,241.0,-53.0,0.0,0,0,hold,3873
64,293.9,241.0,-52.9,0.0,0,0,hold,3875
64,293.9,241.0,-52.9,0.0,0,0,hold,3877
64,293.8,241.0,-52.8,0.0,0,0,hold,3879
64,293.7,241.0,-52.7,0.0,0,0,hold,3881
64,293.7,241.0,-52.7,0.0,0,0,hold,3883
64,293.7,241.0,-52.7,0.0,0,0,hold,3885
64,293.5,241.0,-52.5,0.0,0,0,hold,3887
64,293.6,241.0,-52.6,0.0,0,0,hold,3889
64,293.6,241.0,-52.6,0.0,0,0,hold,3891
64,293.5,241.0,-52.5,0.0,0,0,hold,3893
64,293.5,241.0,-52.5,0.0,0,0,hold,3895
64,293.4,241.0,-52.4,0.0,0,0,hold,3897
64,293.3,241.0,-52.3,0.0,0,0,hold,3899
65,293.3,241.0,-52.3,0.0,0,0,hold,3901
65,293.3,241.0,-52.3,0.0,0,0,hold,3903
65,293.2,241.0,-52.2,0.0,0,0,hold,3905
65,293.1,241.0,-52.1,0.0,0,0,hold,3907
65,293.2,241.0,-52.2,0.0,0,0,hold,3909
65,293.2,241.0,-52.2,0.0,0,0,hold,3911
65,293.0,241.0,-52.0,0.0,0,0,hold,3913
65,293.0,241.0,-52.0,0.0,0,0,hold,3915
65,293.1,241.0,-52.1,0.0,0,0,hold,3917
65,292.9,241.0,-51.9,0.0,0,0,hold,3919
65,292.9,241.0,-51.9,0.0,0,0,hold,3921
65,292.9,241.0,-51.9,0.0,0,0,hold,3923
65,292.7,241.0,-51.7,0.0,0,0,hold,3925
65,292.8,241.0,-51.8,0.0,0,0,hold,3927
65,292.7,241.0,-51.7,0.0,0,0,hold,3929
65,292.7,241.0,-51.7,0.0,0,0,hold,3931
65,292.6,241.0,-51.6,0.0,0,0,hold,3933
65,292.6,241.0,-51.6,0.0,0,0,hold,3935
65,292.5,241.0,-51.5,0.0,0,0,hold,3937
65,292.5,241.0,-51.5,0.0,0,0,hold,3939
65,292.5,241.0,-51.5,0.0,0,0,hold,3941
65,292.4,241.0,-51.4,0.0,0,0,hold,3943
65,292.4,241.0,-51.4,0.0,0,0,hold,3945
65,292.3,241.0,-51.3,0.0,0,0,hold,3947
65,292.2,241.0,-51.2,0.0,0,0,hold,3949
65,292.2,241.0,-51.2,0.0,0,0,hold,3951
65,292.2,241.0,-51.2,0.0,0,0,hold,3953
65,292.1,241.0,-51.1,0.0,0,0,hold,3955
65,292.1,241.0,-51.1,0.0,0,0,hold,3957
65,292.0,241.0,-51.0,0.0,0,0,hold,3959
66,292.0,241.0,-51.0,0.0,0,0,hold,3961
66,291.8,241.0,-50.8,0.0,0,0,hold,3963
66,291.9,241.0,-50.9,0.0,0,0,hold,3965
66,291.9,241.0,-50.9,0.0,0,0,hold,3967
66,291.8,241.0,-50.8,0.0,0,0,hold,3969
66,291.8,241.0,-50.8,0.0,0,0,hold,3971
66,291.7,241.0,-50.7,0.0,0,0,hold,3973
66,291.7,241.0,-50.7,0.0,0,0,hold,3975
66,291.7,241.0,-50.7,0.0,0,0,hold,3977
66,291.7,241.0,-50.7,0.0,0,0,hold,3979
66,291.5,241.0,-50.5,0.0,0,0,hold,3981
66,291.5,241.0,-50.5,0.0,0,0,hold,3983
66,291.5,241.0,-50.5,0.0,0,0,hold,3985
66,291.4,241.0,-50.4,0.0,0,0,hold,3987
66,291.4,241.0,-50.4,0.0,0,0,hold,3989
66,291.3,241.0,-50.3,0.0,0,0,hold,3991
66,291.3,241.0,-50.3,0.0,0,0,hold,3993
66,291.2,241.0,-50.2,0.0,0,0,hold,3995
66,291.2,241.0,-50.2,0.0,0,0,hold,3997
66,291.2,241.0,-50.2,0.0,0,0,hold,3999
66,291.1,241.0,-50.1,0.0,0,0,hold,4001
66,291.1,241.0,-50.1,0.0,0,0,hold,4003
66,291.1,241.0,-50.1,0.0,0,0,hold,4005
66,291.0,241.0,-50.0,0.0,0,0,hold,4007
66,290.9,241.0,-49.9,0.0,0,0,hold,4009
66,290.8,241.0,-49.8,0.0,0,0,hold,4012
66,290.9,241.0,-49.9,0.0,0,0,hold,4014
66,290.8,241.0,-49.8,0.0,0,0,hold,4016
66,290.8,241.0,-49.8,0.0,0,0,hold,4018
67,290.7,241.0,-49.7,0.0,0,0,hold,4020
67,290.7,241.0,-49.7,0.0,0,0,hold,4022
67,290.6,241.0,-49.6,0.0,0,0,hold,4024
67,290.7,241.0,-49.7,0.0,0,0,hold,4026
